id,label,url,brand,name,skin_type,price ,img,spf,concern,concern2,concern3,key_ingredient,fomula
skincare_54,face-moisturisers,https://www.myntra.com/face-moisturisers/beardo/beardo-men-ultraglow-daily-moisturising-lotion-with-spf-30-100g/2111586/buy,BEARDO,Men Ultraglow Daily Moisturising Lotion with SPF 30 100g,All, Rs. 850.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2111586/2021/8/11/34ab6ce3-d936-42d4-83bb-ab8f1563b6e11628671480060BEARDOMenUltraglowDailyMoisturisingLotionwithSPF30100g1.jpg",30 and above,Sun Protection,,,Vitamin E,Liquid
skincare_55,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-moisture-cream-50ml/2434703/buy,THE BODY SHOP,Vitamin E Moisture Cream 50ml,All," Rs. 4,225.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2434703/2018/1/30/11517313228893-The-Body-Shop-Vitamin-E-Moisture-Cream-4261517313228881-1.jpg",,Hydration,Excess Oil,,Vitamin E,Cream
skincare_56,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-night-renewal-face-cream-for-lightening-spots--glow-boost---120-g/15722394/buy,BIOAYURVEDA,Night Renewal Face Cream For Lightening Spots & Glow Boost - 120 g,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722394/2021/10/4/d0128e71-64a8-42ca-9a1e-0400e594589d1633344315358BIOAYURVEDA1.jpg",,Uneven Skin Tone,Tan Removal,Softening and Smoothening,Aloe Vera,Cream
skincare_57,face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-light-moisturiser-non-oily-fresh-feel-250-ml/9270865/buy,Ponds,Light Moisturiser Non-Oily Fresh Feel 250 ml,All," Rs. 1,310.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9270865/2021/9/29/1de150cd-aab0-48af-87b0-64c815515ab21632856608557-Ponds-Light-Moisturiser-Non-Oily-Fresh-Feel-250-ml-903163285-1.jpg",15 to 30,General Care,,,,Cream
skincare_58,face-moisturisers,https://www.myntra.com/face-moisturisers/phy/phy-mens-green-tea-superlight-moisturizer/15018466/buy,Phy,Mens Green Tea Superlight Moisturizer,Oily," Rs. 2,125.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15018466/2021/9/2/68525957-e9cd-49d6-a5f6-cf0ee086769b1630554938685-Phy-Mens-Green-Tea-Superlight-Moisturizer-2601630554938328-1.jpg",,Acne and Blemishes,Dark Spots,Hydration,Green Tea,Liquid
skincare_59,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-natural-white-light-instant-glowing-fairness-skin-cream-with-uv-protection-20gm/13509840/buy,Olay,Natural White Light Instant Glowing Fairness Skin Cream with UV Protection-20gm,Normal, Rs. 470.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509840/2021/4/13/79374dd3-2c1f-4657-bd68-cdc1c579f2e41618311067907-Olay-Women-Face-Moisturisers-8781618311067592-1.jpg",,General Care,Sun Protection,,,Cream
skincare_60,face-moisturisers,https://www.myntra.com/face-moisturisers/reequil/reequil-unisex-ceramide--hyaluronic-acid-moisturiser-for-normal-to-dry-skin/13512586/buy,Reequil,Unisex Ceramide & Hyaluronic Acid Moisturiser For Normal To Dry Skin,Dry," Rs. 1,485.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/1/22/827303d5-a5f5-4238-b840-64df9ed89f7a1611325020987-1.jpg",,Dryness,General Care,Softening and Smoothening,,Cream
skincare_61,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-wrinkle-lift-anti-ageing-cream-40g/7085392/buy,Garnier,Wrinkle Lift Anti-Ageing Cream 40g,Normal," Rs. 1,030.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7085392/2019/1/8/0960ba91-e6f5-41a9-84ba-4a319d9a58791546929830629-Garnier-Wrinkle-Lift-Anti-Ageing-Cream-40-g-7251546929829750-1.jpg",,Finelines and Wrinkles,Blackheads and Whiteheads,Dull Skin,,Cream
skincare_62,face-moisturisers,https://www.myntra.com/face-moisturisers/skinkraft/skinkraft-customized-moisturizer---ultra-rich-moisturizer-for-dry-skin---45-ml/15345050/buy,SKINKRAFT,Customized Moisturizer - Ultra Rich Moisturizer for Dry Skin - 45 ml,Dry," Rs. 2,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15345050/2021/9/2/ba997201-d526-4a1c-af9c-c74ab06fa8901630587934717SKINKRAFT1.jpg",,Dryness,,,,Gel
skincare_63,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-rejuvenating--brightening-ayurvedic-night-cream-25g/10231653/buy,KAMA AYURVEDA,Sustainable Rejuvenating Brightening Ayurvedic Night Cream 25g,Normal," Rs. 7,125.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10231653/2021/8/11/6e612c10-53ff-4b8d-a7a1-c27b1d780f5c1628659137963KAMAAYURVEDASustainableRejuvenatingBrighteningAyurvedicNight1.jpg",,Pigmentation,Dark Spots,Softening and Smoothening,Saffron,Cream
skincare_64,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-nutramoist-skin-renewal-spf-25-daily-cream-50g/57782/buy,Lotus Herbals,Sustainable Nutramoist Skin Renewal SPF 25 Daily Cream 50g,All," Rs. 1,475.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57782/2020/10/10/7505b6c6-ae86-40c0-883c-78cc391cb75e1602273099106LotusHerbalsSustainableWomenNutramoistSkinRenewalDailyCream51.jpg",15 to 30,Dull Skin,,,,Cream
skincare_65,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-women-morning-nectar-flawless-skin-cream-175-g/11699568/buy,Biotique,Women Morning Nectar Flawless Skin Cream 175 g,All, Rs. 665.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11699568/2021/3/9/1d2132de-37d0-4bf6-a76b-a517e02bd4901615263749599-Biotique-Women-Morning-Nectar-Flawless-Skin-Cream-175-g-7561-1.jpg",,Uneven Skin Tone,Hydration,Dark Spots,Honey,Cream
skincare_66,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-revitalift-anti-wrinkle--firming-day--spf-23-pa-sustainable-day-cream-50ml/135674/buy,LOreal,Paris Revitalift Anti-Wrinkle & Firming Day SPF 23 PA++ Sustainable Day Cream 50ml,All," Rs. 2,535.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/135674/2021/8/11/8d9e35d5-db37-4dc7-b4f0-dde1aee9e6d61628671346171LOrealParisRevitaliftAnti-WrinkleFirmingDaySPF23PASustainabl1.jpg",15 to 30,Finelines and Wrinkles,Skin Sagging,Deep Nourishment,Retinol,Cream
skincare_67,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-c-glow-boosting-sustainable-moisturiser-for-dull--tired-skin-50-ml/1677311/buy,THE BODY SHOP,Vitamin C Glow Boosting Sustainable Moisturiser for Dull & Tired Skin 50 ml,All," Rs. 8,900.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1677311/2019/8/3/5c344644-65cd-446a-8778-155aacd2b6c11564831906257-THE-BODY-SHOP-Unisex-Moisture-Day-Cream-Vitamin-C-6621564831-1.jpg",,Pigmentation,Dull Skin,,Vitamin C,Gel
skincare_68,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-rose-calamine-sun-protective-face-creme---spf-60---120-g/15722404/buy,BIOAYURVEDA,Rose Calamine Sun Protective Face Creme - SPF 60 - 120 g,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722404/2021/10/4/26253b4a-537d-4907-bbed-e55e99b4ebb31633335209620BIOAYURVEDA1.jpg",30 and above,Sun Protection,Tan Removal,Dryness,Aloe Vera,Cream
skincare_69,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-green-tea-range-oil-free-moisturizer-50-ml/14047514/buy,Plum,Green Tea Range Oil Free Moisturizer 50 ml,Oily," Rs. 2,065.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14047514/2021/5/17/e94dfb52-32a5-4e36-b152-f5c51208ab041621241451866-Plum-Green-Tea-Oil-Free-Moisturizer-50-ml-5251621241451347-1.jpg",,Acne and Blemishes,Acne and Blemishes,Dull Skin,GreeTeExtracts,Lotion
skincare_70,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-women-youthrx-gineplex-anti-ageing-transforming-creme-50g/11618792/buy,Lotus Herbals,Sustainable Women YouthRX Gineplex Anti-Ageing Transforming Creme 50g,All," Rs. 2,255.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11618792/2020/10/10/b090d5ac-3644-4c98-b600-6e0db78aaa2f1602273580062LotusHerbalsSustainableWomenYouthRXGineplexAnti-AgeingTransf1.jpg",15 to 30,Finelines and Wrinkles,,,,Cream
skincare_71,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-women-peach-milk-soft-creme-moisturizer-65-g/10327269/buy,Lakme,Women Peach Milk Soft Creme Moisturizer 65 g,Normal, Rs. 495.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10327269/2021/7/2/7e5b0e29-6913-42ad-9e5e-d5519f84597c1625219445017-Lakme-Peach-Milk-Soft-Creme-Moisturizer-65-g-824162521944487-1.jpg",,General Care,,,,Cream
skincare_72,face-moisturisers,https://www.myntra.com/face-moisturisers/mamaearth/mamaearth-vitamin-c-face-cream-with-spf-20-50g/12087896/buy,Mamaearth,Vitamin C Face Cream With SPF 20 50g,Normal," Rs. 2,695.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12087896/2020/10/9/260b64ff-b2e6-4b4c-9063-bde005e6a3041602267008638MamaearthVitaminCCreamForFaceWithVitaminCSPF201.jpg",15 to 30,Dull Skin,Dark Spots,,Vitamin C,Cream
skincare_73,face-moisturisers,https://www.myntra.com/face-moisturisers/colorbar/colorbar-spotlight-illuminating-lotion-30-ml/376706/buy,Colorbar,Spotlight Illuminating Lotion 30 ml,All," Rs. 3,180.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/376706/2021/8/11/d09ce193-e371-4897-923f-7d21ef179fb01628659385730ColorbarSpotlightIlluminatingLotion30ml1.jpg",,Finelines and Wrinkles,Dark Spots,Dull Skin,,Lotion
skincare_74,face-moisturisers,https://www.myntra.com/face-moisturisers/innisfree/innisfree-green-tea-seed-cream-50ml/7206920/buy,Innisfree,Green Tea Seed Cream 50ml,All," Rs. 7,875.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7206920/2018/11/20/9d18b046-bf42-429b-9da9-1b6ef86014121542698122802-Innisfree-Unisex-Green-Tea-Seed-Cream-50-ml-8351542698122052-1.jpg",,Hydration,Dryness,Acne and Blemishes,Green Tea,Cream
skincare_75,face-moisturisers,https://www.myntra.com/face-moisturisers/azani-active-care/azani-active-care-unisex-10-azelaic-acid-booster-cream--30-ml/15322506/buy,Azani Active Care,Unisex 10% Azelaic Acid Booster Cream- 30 ml,All," Rs. 1,745.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15322506/2021/8/31/304e85c8-cbfd-4626-a569-0565939b28581630414734754FaceMoisturisers1.jpg",,Deep Nourishment,Acne and Blemishes,Dark Spots,Azelaic Acid,Cream
skincare_76,face-moisturisers,https://www.myntra.com/face-moisturisers/forest-essentials/forest-essentials-tejasvi-brightening-emulsion-anti-aging-face-cream-30g/12443338/buy,Forest Essentials,Tejasvi Brightening Emulsion Anti-Aging Face Cream 30g,All," Rs. 11,875.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12443338/2021/8/11/86517ea8-82d2-40d7-9bea-f9d60ed27f0b1628671235077ForestEssentialsTejasviBrighteningEmulsion30g1.jpg",,Pigmentation,Softening and Smoothening,Deep Nourishment,Raw Milk,Cream
skincare_77,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-rejuvenating-and-brightening-ayurvedic-night-cream-50g/10611248/buy,KAMA AYURVEDA,Sustainable Rejuvenating and Brightening Ayurvedic Night Cream 50g,Normal," Rs. 12,975.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10611248/2021/8/11/513f7a2b-b5db-4bd9-b80e-3f45f9ee9f491628672193398-KAMA-AYURVEDA-Sustainable-Rejuvenating-and-Brightening-Ayurv-1.jpg",,Pigmentation,Dark Spots,Softening and Smoothening,Saffron,Cream
skincare_78,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-skin-perfect-age-30-anti-fine-lines--whitening--spf-21-cream--50g/625426/buy,LOreal,Paris Skin Perfect Age 30+ Anti-Fine Lines + Whitening SPF 21 Cream 50g,All," Rs. 1,050.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/625426/2021/8/11/8b27ccbc-03cb-410a-bfbe-48bb1464dc421628671523689LOrealParisSkinPerfectAge30Anti-FineLinesWhiteningSPF21Cream1.jpg",15 to 30,Finelines and Wrinkles,General Care,Dull Skin,Collagen,Cream
skincare_79,face-moisturisers,https://www.myntra.com/face-moisturisers/mamaearth/mamaearth-oil-free-face-moisturizer-with-turmeric--saffron-for-skin-brightening----80-ml/15787112/buy,Mamaearth,Oil-Free Face Moisturizer With Turmeric & Saffron For Skin Brightening - 80 ml,Normal," Rs. 1,270.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15787112/2021/10/10/5a843c86-18c4-45c1-bdc9-38d9848f59d01633848451161FaceMoisturisers1.jpg",,Deep Nourishment,Dull Skin,Uneven Skin Tone,Turmeric,Cream
skincare_80,face-moisturisers,https://www.myntra.com/face-moisturisers/the-man-company/the-man-company-shea-butter--vitamin-e-daily-moisturiser-for-normal-skin-50-g/10320617/buy,THE MAN COMPANY,Shea Butter & Vitamin E Daily Moisturiser for Normal Skin 50 g,All," Rs. 1,255.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10320617/2020/10/15/9165870d-3aad-47e3-b2bc-99f62a19c1301602743450988-THE-MAN-COMPANY-Shea-Butter--Vitamin-E-Daily-Moisturiser-50--1.jpg",Below 15,General Care,Skin Sagging,Softening and Smoothening,Shea Butter,Cream
skincare_81,face-moisturisers,https://www.myntra.com/face-moisturisers/clinique/-clinique-even-better-clinical-radical-dark-spot-corrector--interrupter-10-ml/14649834/buy,Clinique,Even Better Clinical Radical Dark Spot Corrector + Interrupter-10 ml,All," Rs. 6,750.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14649834/2021/7/1/021562d0-dc3e-4b8d-a43a-f6c5175b49d31625121711989-Even-Better-Clinical-Radical-Dark-Spot-Corrector--Interrupte-1.jpg",,Acne and Blemishes,Dark Spots,,,Cream
skincare_82,face-moisturisers,https://www.myntra.com/face-moisturisers/paulas-choice/paulas-choice-10-azelaic-acid-booster-gel-30ml/13183164/buy,Paulas Choice,10% Azelaic Acid Booster Gel 30ml,All," Rs. 14,580.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13183164/2021/8/11/ecc9e832-f0a9-4af0-bdaf-ef91c9e672fe1628671354793PaulasChoice10AzelaicAcidBoosterGel30ml1.jpg",15 to 30,Uneven Skin Tone,Redness,Dark Spots,Salicylic Acid,Gel
skincare_83,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-papayablem-papaya-n-saffron-anti-blemish-creme-50g/533100/buy,Lotus Herbals,Sustainable PAPAYABLEM Papaya-N-Saffron Anti-Blemish Creme 50g,Normal," Rs. 1,475.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/533100/2020/10/10/53a59a13-ccfd-4641-a058-4e54d104edc41602269563773LotusHerbalsSustainablePAPAYABLEMPapaya-N-SaffronAnti-Blemis1.jpg",,Acne and Blemishes,,,Almond Oil,Cream
skincare_84,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-rice--ceramide-moisturizing-cream-50-ml/9202495/buy,The Face Shop,Rice & Ceramide Moisturizing Cream 50 ml,Dry," Rs. 4,950.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9202495/2021/8/11/58fe8056-3f74-4ce7-9c98-dfc8bc7b54411628671552559TheFaceShopRiceCeramideMoisturizingCream50ml1.jpg",,Dryness,Dull Skin,Hydration,Ceramides,Cream
skincare_85,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-unisex-eladi-hydrating-ayurvedic-face-cream/10611242/buy,KAMA AYURVEDA,Sustainable Unisex Eladi Hydrating Ayurvedic Face Cream,All," Rs. 8,225.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10611242/2021/8/11/02063280-230e-40aa-9675-7b8e8b11ac2e1628669560286-KAMA-AYURVEDA-Sustainable-Unisex-Eladi-Hydrating-Ayurvedic-F-1.jpg",,Hydration,Dull Skin,Dark Spots,Coconut,Cream
skincare_86,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-9-to-5-naturale-day-creme-with-spf-20-50g/5803206/buy,Lakme,9 to 5 Naturale Day Creme with SPF 20 50g,All," Rs. 1,220.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5803206/2021/8/11/122734de-6cc7-4a1f-bc19-33755ebddbaa1628671488310Lakme9to5NaturaleDayCremewithSPF2050g1.jpg",15 to 30,General Care,,,,Cream
skincare_87,face-moisturisers,https://www.myntra.com/face-moisturisers/debelle/debelle-women-fairness-cream-80-gm-/15797382/buy,DeBelle,Women Fairness Cream 80 gm,All, Rs. 990.00 ,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/15797382/2021/10/11/0bce0ec0-259f-47cd-97b9-575e65a9c5ff1633946152491DeBelle1.jpg",15 to 30,Dryness,Dryness,Deep Nourishment,,Cream
skincare_88,face-moisturisers,https://www.myntra.com/face-moisturisers/mamaearth/mamaearth-women-retinol-night-cream-with-retinol--bakuchi-50-g/13845548/buy,Mamaearth,Women Retinol Night Cream with Retinol & Bakuchi 50 g,Normal," Rs. 3,145.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/3/10/4221e5e1-96db-4060-a22e-40c5f7ca80861615374300750-1.jpg",,Finelines and Wrinkles,,,Retinol,Cream
skincare_89,face-moisturisers,https://www.myntra.com/face-moisturisers/paulas-choice/paulas-choice-resist-barrier-repair-moisturizer-with-retinol-50ml/13861362/buy,Paulas Choice,Paula's Choice RESIST Barrier Repair Moisturizer with Retinol 50ML,Normal," Rs. 13,500.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13861362/2021/8/11/19063e86-ad43-42b9-b5ca-a40064951b521628671413079PaulasChoiceRESISTBarrierRepairMoisturizerwithRetinol50ML1.jpg",,Finelines and Wrinkles,Dryness,Dull Skin,Retinol,Lotion
skincare_90,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-nutranite-skin-renewal-nutritive-night-cream-50g/57630/buy,Lotus Herbals,Sustainable Nutranite Skin Renewal Nutritive Night Cream 50g,All," Rs. 1,475.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57630/2020/10/10/40f2ef8c-9a39-4ee6-ab40-ca86c8957d291602269994214LotusHerbalsSustainableNutraniteSkinRenewalNutritiveNightCre1.jpg",,Anti-Pollution,,,,Cream
skincare_91,face-moisturisers,https://www.myntra.com/face-moisturisers/skinkraft/skinkraft-women-ultra-mild-moisturizer-for-sensitive-skin---45-ml/15345058/buy,SKINKRAFT,Women Ultra Mild Moisturizer For Sensitive Skin - 45 ml,Sensitive," Rs. 2,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15345058/2021/9/2/6752a360-0771-43cc-bda0-e9873d2c9b2f1630594838340SKINKRAFT1.jpg",,,Pore Care,Redness,,Gel
skincare_92,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-botanicals-bio-saffron-dew-youthful-nourishing-day-sustainable-cream-175-g/1661457/buy,Biotique,Botanicals Bio Saffron Dew Youthful Nourishing Day Sustainable Cream 175 g,All," Rs. 1,415.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661457/2021/8/11/3baba1d1-df3d-46fb-9b1c-8066a1ff1e1b1628671685507BiotiqueBotanicalsBioSaffronDewYouthfulNourishingDaySustaina1.jpg",,Finelines and Wrinkles,Deep Nourishment,Softening and Smoothening,Saffron,Cream
skincare_93,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-roots-of-strength-firming-shaping-day-sustainable-cream-50-ml/4046733/buy,THE BODY SHOP,Roots of Strength Firming Shaping Day Sustainable Cream 50 ml,All," Rs. 9,325.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4046733/2021/2/11/e06a5dc6-caac-4fa0-8e90-a8dcaddb2bb61613030656391TheBodyShopUnisexRootsofStrengthFirmingShapingDaySustainable1.jpg",,Finelines and Wrinkles,,,,Cream
skincare_94,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-women-natural-white-7-in-one-nourishing-night-repair-cream-50-g/13509842/buy,Olay,Women Natural White 7 in One Nourishing Night Repair Cream 50 g,Normal," Rs. 1,550.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509842/2021/8/11/19b48d54-fc72-49d8-a20b-7754778988011628659279386OlayWomenNaturalWhite7inOneNourishingNightRepairCream50g1.jpg",,General Care,,,,Cream
skincare_95,face-moisturisers,https://www.myntra.com/face-moisturisers/innisfree/innisfree-unisex-jeju-cherry-blossom-tone-up-cream-50ml/11611908/buy,Innisfree,Unisex Jeju Cherry Blossom Tone-Up Cream 50ml,All," Rs. 7,650.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11611908/2021/8/11/d59dfe6e-2a82-48dd-a5d1-c6989b267f5e1628671598192InnisfreeUnisexJejuCherryBlossomTone-UpCream50ml1.jpg",,Hydration,Dryness,Softening and Smoothening,,Cream
